,date,latitude,longitude,depth,x(m),y(m),z(m),magnitude,x(km),y(km),z(km)
42,2014-05-31 23:44:02.160,37.661369,-118.84795700000001,6.176,297.2,633.0,185.1,0.58,4.0032715273716875,3.8197063501030595,6.7860000000000005
43,2014-06-01 00:15:20.470,37.659701,-118.848478,6.587999999999999,251.2,448.1,596.3,0.73,4.5214637569462734,3.1680849533790783,5.96
44,2014-06-01 00:59:08.150,37.658883,-118.848128,6.4110000000000005,282.5,357.3,419.8,1.14,4.349363824202151,3.5880704631615896,5.757999999999999
45,2014-06-01 01:22:46.180,37.660123999999996,-118.848348,6.417000000000001,262.9,495.1,425.7,0.41,3.8655693172809777,4.866563956332736,5.599
46,2014-06-01 06:11:21.900,37.662651000000004,-118.848234,6.138999999999999,273.0,775.5,147.4,0.34,4.306728459235385,4.2699925426995895,6.433
47,2014-06-01 08:37:19.220,37.65981,-118.84860800000001,6.574,240.0,460.0,583.0,0.56,4.4408684456212635,3.103044938225036,5.864
48,2014-06-01 10:25:35.330,37.627185,-118.82749799999999,9.686,2103.3,-3160.9,3694.8,0.88,4.237933013934224,3.6571061621268,5.598
49,2014-06-01 12:59:41.120,37.659127000000005,-118.848193,6.277,276.3,384.3,285.7,0.54,3.982454782598788,4.329594164543306,6.6739999999999995
50,2014-06-01 13:02:15.940,37.659416,-118.848381,6.289,259.9,416.2,298.1,0.23,4.133737970564346,4.283533320367787,5.454
51,2014-06-01 14:28:21.020,37.659599,-118.84835600000001,6.29,262.0,436.8,298.7,0.73,4.494301801196576,3.1201373647863693,5.955
52,2014-06-01 15:38:28.930,37.658297,-118.849015,6.081,203.9,292.2,90.1,0.25,3.992473536765973,4.187748972884589,6.6
53,2014-06-01 15:39:42.530,37.658609999999996,-118.848983,6.082999999999999,207.0,326.9,91.8,2.82,4.466249289519961,4.113718669913285,5.495
54,2014-06-01 15:40:58.590,37.658553000000005,-118.849015,6.067,204.3,320.5,76.3,0.52,4.331218747204335,4.167881769314731,5.702999999999999
55,2014-06-01 16:09:09.980,37.658374,-118.848926,6.022,211.7,300.8,30.9,1.2,4.017743061173452,4.544581810322704,5.502000000000001
56,2014-06-01 17:01:39.920,37.656287,-118.848747,6.284,227.3,69.2,292.6,0.75,0.7727798759546225,1.7215565898349048,8.141
57,2014-06-01 21:12:29.720,37.659526,-118.847925,6.4479999999999995,300.3,428.8,456.6,0.25,4.335782846330133,4.013050790130948,6.255
58,2014-06-02 05:14:33.470,37.658386,-118.848722,5.985,229.9,302.1,-6.3,0.33,3.7604837179841843,4.795641298335139,6.0120000000000005
59,2014-06-02 06:20:56.410,37.658590000000004,-118.848698,5.976,232.3,324.7,-15.2,0.22,4.002380971444771,4.301624687693168,6.632000000000001
60,2014-06-02 07:19:53.620,37.655786,-118.848698,6.287999999999999,231.8,13.6,297.2,1.08,4.086649825965833,3.7447881697260743,5.497000000000001
61,2014-06-02 12:30:22.350,37.658207,-118.848665,5.957000000000001,234.9,282.1,-33.8,1.91,4.016852505246536,5.126280797849004,5.494
62,2014-06-02 12:33:34.380,37.658386,-118.848592,5.956,241.1,302.1,-35.4,0.21,4.324873536230369,3.7487838057964655,6.683
63,2014-06-02 12:34:19.970,37.658561,-118.84860800000001,5.965,239.8,321.8,-25.9,1.87,4.439977889694347,3.0740766059149696,6.495
64,2014-06-02 13:43:12.650,37.65828,-118.848836,6.0,219.6,290.3,8.4,1.97,4.058597314289218,3.654442405118784,7.075
65,2014-06-02 18:28:35.880,37.624581,-118.87114299999999,5.277,-1748.9,-3450.0,-713.9,0.63,4.286802270383737,4.889649893617552,5.702000000000001
66,2014-06-02 23:59:42.660,37.658179,-118.848796,5.996,223.4,278.9,4.8,0.83,4.227023703837291,4.549576361530548,5.737
67,2014-06-03 00:01:26.510,37.658044,-118.848869,5.996,217.2,264.0,4.6,0.29,4.060378426143051,5.030940287189356,5.331
68,2014-06-03 00:12:45.080,37.658353999999996,-118.8486,5.862,240.5,298.3,-129.0,0.76,4.269659068804057,3.8369097853265886,5.581
69,2014-06-03 00:47:45.610,37.658297,-118.84861699999999,5.848,239.0,292.0,-142.9,1.22,4.434523234647297,4.774886155745829,5.7
70,2014-06-03 00:54:58.160,37.658431,-118.848592,5.846,241.4,306.9,-144.7,1.78,3.926238439754341,4.136804580584561,5.575
71,2014-06-03 01:57:59.300,37.657942999999996,-118.848421,6.671,256.2,252.7,680.1,0.75,3.8556618825993465,4.6502443240192,5.888
72,2014-06-03 03:47:05.690,37.658549,-118.84856,5.862,244.0,320.3,-129.5,0.91,4.361163690223168,3.8382416642034065,5.983
73,2014-06-03 03:59:28.540,37.658451,-118.848568,5.8660000000000005,243.3,309.2,-125.2,0.5,4.459013522619078,4.726605479012595,5.849
74,2014-06-03 10:16:53.830,37.659757,-118.84860800000001,5.894,239.9,454.4,-96.8,0.37,3.977890683472989,4.689978761112522,6.522
75,2014-06-03 10:18:18.420,37.659692,-118.848568,5.898,243.4,446.9,-93.4,0.66,3.9516192836502064,4.319716055518913,6.9079999999999995
76,2014-06-03 10:27:53.200,37.659737,-118.848625,5.917000000000001,238.1,451.9,-73.9,1.42,4.081195170918782,5.265351439638051,5.475
77,2014-06-03 10:42:28.630,37.659749,-118.848592,5.941,241.6,453.6,-50.3,0.33,4.533263622970123,3.4353484283555433,6.206
78,2014-06-03 10:46:38.850,37.659644,-118.8486,5.92,240.5,441.6,-70.9,0.43,3.9452740726762405,5.573349175531803,5.27
79,2014-06-03 10:57:27.660,37.659867,-118.848584,5.934,241.8,466.6,-57.2,0.37,4.407361278897598,3.267864784441622,6.64
80,2014-06-03 11:05:39.290,37.657345,-118.849056,5.789,200.5,186.4,-201.7,0.2,4.2225709242055425,4.539587259153712,5.662999999999999
81,2014-06-03 11:26:51.620,37.659822999999996,-118.848584,5.835,242.0,461.3,-155.9,0.39,5.686533547431441,0.0,6.3229999999999995
82,2014-06-03 12:07:43.440,37.658675,-118.84868999999999,5.982,232.6,334.2,-9.1,1.0,4.1210475486164135,3.7375738268841365,7.2
83,2014-06-03 13:34:15.510,37.659566,-118.848568,5.96,243.7,433.1,-30.9,0.44,3.469717208071252,5.847495030222794,5.0
84,2014-06-03 13:40:22.050,37.659269,-118.8486,5.892,240.7,400.1,-99.5,0.28,3.9371477498512735,4.164774050376455,5.6129999999999995
85,2014-06-03 13:54:13.350,37.659383,-118.848625,5.926,238.7,412.7,-65.7,0.43,4.102902471618599,3.439455052370745,6.903
86,2014-06-03 17:28:34.020,37.659704999999995,-118.848177,5.835,278.1,448.4,-156.7,0.28,3.8202622845306315,4.686871039690112,5.91
87,2014-06-04 00:00:52.210,37.662081,-118.848348,6.03,262.9,712.3,39.1,0.53,4.4100329466783466,3.7637674412755797,5.725
88,2014-06-04 03:10:06.470,37.661601,-118.84843799999999,5.917999999999999,254.7,658.7,-73.5,0.29,3.599293095336995,5.240489646752466,4.9510000000000005
89,2014-06-04 13:08:34.470,37.661986999999996,-118.848551,6.1129999999999995,245.2,701.6,122.0,1.44,4.09844969198685,3.78807422845093,7.146
90,2014-06-04 13:41:17.970,37.659452,-118.84825,5.837999999999999,271.2,420.4,-152.7,1.63,3.577474475145961,4.703075587278406,5.381
91,2014-06-04 14:06:57.430,37.659774,-118.848193,5.87,276.6,456.3,-121.4,1.08,7.939528721298878,3.946678811729354,6.877000000000001
92,2014-06-04 15:28:39.950,37.660262,-118.848055,5.849,288.5,510.2,-141.7,0.26,3.822154715875682,5.031828208062914,6.1370000000000005
93,2014-06-04 15:58:38.400,37.669539,-118.85463899999999,5.324,-292.4,1540.1,-667.5,0.36,4.377416335878765,6.02141677179943,1.7619999999999998
94,2014-06-04 16:05:06.670,37.661552,-118.84850300000001,6.006,249.0,653.5,14.8,1.71,4.045016336414369,4.502627581684655,5.332999999999999
95,2014-06-04 16:12:04.380,37.660205,-118.848047,5.877000000000001,289.3,503.9,-114.3,2.14,4.025090147565553,4.15578386352731,6.652
96,2014-06-04 16:12:14.430,37.660246,-118.84795700000001,5.849,297.0,508.5,-142.5,1.38,4.034107026317436,3.9425721845239985,5.31
97,2014-06-04 18:15:56.420,37.660059000000004,-118.848096,5.8660000000000005,285.0,487.9,-124.9,0.84,4.21533515730466,3.6801920566568107,5.681
98,2014-06-04 21:04:47.880,37.659298,-118.848226,5.782,273.9,403.4,-209.5,0.44,4.519682645092442,3.218141351705819,6.117000000000001
99,2014-06-05 00:28:01.680,37.660071,-118.84807099999999,5.825,287.0,489.3,-165.9,0.61,4.507882779071425,2.987393596217552,5.974
100,2014-06-06 03:32:27.230,37.660905,-118.84913700000001,5.9670000000000005,193.0,581.7,-24.4,1.61,4.355709035176118,3.9742043136586918,6.444
101,2014-06-06 03:35:41.260,37.661153000000006,-118.84908,5.975,198.2,609.4,-16.3,0.5,4.372963556247018,4.247905537104099,6.2620000000000005
102,2014-06-06 03:42:31.210,37.660767,-118.84906399999998,5.945,199.6,566.2,-46.1,1.14,4.350254380126235,4.058223695678036,6.593999999999999
103,2014-06-06 04:12:44.140,37.660718,-118.84910500000001,5.946000000000001,195.9,560.7,-45.0,1.68,1.0210223310642665,6.496455332018344,4.555
104,2014-06-06 04:52:36.010,37.652783,-118.848722,6.42,229.5,-319.7,428.7,0.27,3.756030938352436,5.122174163226143,5.507999999999999
105,2014-06-06 05:32:39.970,37.660994,-118.849154,5.899,192.1,591.7,-91.8,1.4,2.3074304048523855,5.4969879215213755,6.282
106,2014-06-06 07:39:41.490,37.661072,-118.84914599999999,5.93,192.4,600.4,-61.1,0.46,4.229806691106425,3.5736417810201986,5.644
107,2014-06-06 08:13:05.580,37.661226,-118.84913700000001,5.982,193.0,617.5,-8.9,0.59,4.474375612344928,3.619258615649545,6.025
108,2014-06-06 08:22:23.220,37.661072,-118.849162,5.9479999999999995,191.3,600.4,-43.2,0.33,3.647271795862425,4.416277352390551,5.454
109,2014-06-06 13:12:30.590,37.633012,-118.88801299999999,8.267000000000001,-3237.5,-2514.3,2275.6,0.33,4.395561412873749,4.907630287645617,6.382000000000001
110,2014-06-06 20:06:31.720,37.661161,-118.849129,5.864,194.2,610.1,-127.7,0.99,4.352035491980067,3.704165871071858,5.257999999999999
111,2014-06-07 03:47:38.850,37.659562,-118.84834,6.522,263.5,432.6,530.7,0.23,3.960747481893308,4.375211051975674,6.954
112,2014-06-07 23:45:29.080,37.655969,-118.84910500000001,5.832999999999999,196.2,33.7,-158.5,0.23,4.467139845444045,3.1906158816426333,6.178999999999999
113,2014-06-10 07:15:50.160,37.651978,-118.849414,6.706,169.0,-409.2,714.9,0.26,4.101121359767598,3.0583160578419375,5.419
114,2014-06-10 07:31:09.060,37.652096,-118.84943,6.71,167.3,-396.2,718.3,0.64,4.431851566869381,3.2976100540464257,6.912999999999999
115,2014-06-10 07:38:15.310,37.652275,-118.849414,6.737,169.0,-376.2,746.0,0.59,3.9480570599453744,3.9113840165963953,6.957999999999999
116,2014-06-10 07:38:21.260,37.65238,-118.849414,6.725,168.4,-364.5,734.1,1.38,4.315856657478487,4.216273394711084,6.593
117,2014-06-10 07:41:36.640,37.652454,-118.849422,6.7,168.2,-356.2,709.0,1.88,4.189063757479045,4.278982731120932,5.599
118,2014-06-10 07:44:45.930,37.652368,-118.849398,6.75,170.0,-365.9,759.2,1.56,5.0287466764239275,4.564892985472568,1.715
119,2014-06-10 07:53:27.410,37.652026,-118.849406,6.744,169.6,-403.8,753.1,0.59,4.139192625611397,5.022394048846158,5.4479999999999995
120,2014-06-10 07:55:38.450,37.6519,-118.84935700000001,6.731,173.6,-417.8,739.4,0.43,4.310402002431436,4.176095026583472,5.523
121,2014-06-10 08:21:23.090,37.66259,-118.85381699999999,6.2860000000000005,-219.8,768.6,294.8,0.93,4.2723307365819725,4.708514099914595,5.6370000000000005
122,2014-06-10 10:22:02.860,37.653129,-118.84946299999999,6.704,164.6,-281.5,713.2,0.26,4.195297648964626,4.601519696355463,5.609
123,2014-06-10 11:11:36.460,37.653242999999996,-118.849406,6.687,169.8,-268.7,696.2,0.54,4.325764092157285,4.4515721748092885,5.636
124,2014-06-10 11:12:46.320,37.653369,-118.849406,6.694,169.3,-254.7,703.0,0.49,4.336673402254219,4.404623402010796,5.789
125,2014-06-10 11:15:12.450,37.652954,-118.849414,6.675,169.0,-300.8,684.0,0.26,3.9896905494968387,4.186861053159704,6.571000000000001
126,2014-06-10 11:17:08.360,37.653182,-118.849382,6.666,171.5,-275.7,675.0,0.53,4.197190080306844,3.7664311987302503,5.45
127,2014-06-10 11:22:32.700,37.653446,-118.849414,6.7,168.6,-246.2,708.9,0.3,4.082085726842865,3.5225864467702035,6.932
128,2014-06-10 11:59:29.250,37.652026,-118.849382,6.671,171.3,-403.6,679.4,0.61,4.118375880835665,4.231590010836299,5.27
129,2014-06-10 12:18:52.640,37.652148,-118.84938999999999,6.66,170.9,-390.0,668.8,0.97,4.302275679603637,4.594305344049078,5.657
130,2014-06-10 12:30:08.960,37.653227,-118.84946299999999,6.705,164.1,-270.4,713.6,1.0,4.107466570741565,4.259115524775304,5.183
131,2014-06-10 12:34:23.950,37.653251000000004,-118.849447,6.718,166.0,-267.6,726.5,0.25,4.42639691182233,4.752799133074081,5.707999999999999
132,2014-06-10 12:34:45.080,37.653296000000005,-118.849422,6.727,167.9,-263.1,735.6,0.34,4.09844969198685,4.088856920872851,5.156000000000001
133,2014-06-10 12:40:19.300,37.653079999999996,-118.84943799999999,6.722,166.6,-286.9,730.5,0.38,4.334001734473469,4.125927564879004,5.531000000000001
134,2014-06-10 12:48:33.170,37.651554,-118.84983700000001,6.769,131.5,-456.1,777.5,0.29,4.408251834824514,3.326578396272199,6.657
135,2014-06-10 14:08:48.840,37.651249,-118.84974799999999,6.772,139.5,-490.0,780.9,0.32,4.314075545624654,4.246462667417732,6.9239999999999995
136,2014-06-10 14:37:22.540,37.652983,-118.84935700000001,6.777,174.1,-297.6,785.7,0.47,4.37830689180285,2.8618641877153093,5.7989999999999995
137,2014-06-10 15:13:38.030,37.653113,-118.84931599999999,6.784,177.2,-283.1,792.4,0.3,4.189954313405961,3.8676539900531415,5.547000000000001
138,2014-06-10 15:45:25.110,37.652901,-118.84917,6.595,190.2,-306.7,604.0,0.51,3.996035760470805,4.309282996712004,6.566
139,2014-06-10 16:12:18.340,37.652803999999996,-118.84911299999999,6.57,195.3,-317.6,579.2,1.02,4.120156992689497,4.592862473597988,5.598
140,2014-06-10 18:31:27.600,37.651941,-118.849414,6.662999999999999,168.9,-413.4,671.7,0.31,4.036778694095352,3.498168679628705,5.473
141,2014-06-10 18:36:50.680,37.653573,-118.84931599999999,6.632000000000001,177.3,-232.2,640.3,0.54,3.665416872857408,5.733730036065689,5.567
142,2014-06-10 18:38:38.000,37.653503,-118.849268,6.627999999999999,182.0,-239.8,637.2,0.47,4.410923502605263,4.636259578577464,5.921
143,2014-06-10 19:07:04.360,37.651632,-118.849382,6.642,171.6,-447.4,650.9,1.22,4.352035491980067,3.77186970356697,6.237
144,2014-06-10 19:52:01.960,37.651294,-118.84924299999999,6.755,184.2,-484.9,763.4,2.06,4.147318948439195,3.418699952883613,5.547999999999999
145,2014-06-10 23:25:19.040,37.653772,-118.849373,6.729,172.0,-209.9,737.9,0.36,4.382870990928649,3.402384447331577,6.735
146,2014-06-11 01:49:39.800,37.652824,-118.849349,6.796,174.3,-315.1,804.6,0.32,4.118375880835665,4.858017720140826,6.2589999999999995
147,2014-06-14 23:31:22.180,37.653483,-118.85266100000001,5.834,-118.1,-241.9,-156.9,0.64,4.437194902425213,3.6972844983247595,5.369
148,2014-06-16 19:40:00.160,37.651472999999996,-118.849593,6.7620000000000005,153.0,-465.0,771.0,0.25,4.024088272147418,3.7122681326242115,6.973
149,2014-06-17 02:43:58.060,37.651034,-118.848918,5.257999999999999,212.9,-513.9,-732.9,1.41,4.117485324908749,4.306175277099985,5.356
150,2014-06-17 20:45:48.000,37.626636,-118.824373,6.162999999999999,2378.5,-3222.0,172.2,0.29,3.957964494624174,4.286752029856135,7.051
151,2014-06-19 08:43:12.270,37.652266,-118.849162,6.496,191.0,-377.1,504.8,0.29,4.061268982067134,4.1051724435730685,6.426
152,2014-06-19 08:50:03.580,37.652157,-118.84907199999999,6.494,199.0,-389.1,502.7,0.74,4.373854112173933,3.915046683927287,5.99
153,2014-06-20 20:13:49.480,37.637679,-118.878475,8.422,-2395.9,-1995.9,2431.0,0.74,4.12917387144138,3.5721989128227727,5.607
154,2014-06-24 02:36:59.880,37.667151000000004,-118.857495,5.925,-544.5,1274.9,-65.9,0.38,4.31496610155157,3.8183744712655536,7.303
155,2014-06-25 15:53:04.100,37.629045,-118.86704099999999,5.178999999999999,-1387.0,-2954.3,-812.0,0.68,4.4454325447442296,4.813732679847187,6.178
156,2014-06-27 08:37:52.660,37.662236,-118.853727,6.2589999999999995,-211.9,729.2,267.4,0.87,4.080304614989034,4.762233288394513,5.487
157,2014-06-27 08:37:56.970,37.662434999999995,-118.853719,6.254,-210.8,751.5,262.5,0.4,4.197190080306844,4.1169373785639145,6.608
158,2014-06-27 11:43:06.400,37.637297,-118.861971,5.603,-939.7,-2038.7,-387.8,0.38,4.296821024553755,3.8419043311246064,6.737
159,2014-06-27 12:02:10.140,37.662386,-118.853703,6.23,-209.4,746.1,238.9,0.35,4.223461480132459,4.153009114523651,5.426
160,2014-06-27 15:15:18.240,37.662671,-118.853719,6.246,-211.4,777.9,254.3,0.55,3.7423386409863695,5.305529874783306,5.534
161,2014-06-27 16:26:32.430,37.662732,-118.853849,6.275,-222.8,784.3,283.8,0.47,4.305837903308469,4.29441033870123,6.335
162,2014-06-27 16:41:49.400,37.66248,-118.853874,6.303999999999999,-225.0,756.6,312.7,1.0,4.121938104540497,4.223487742841605,5.276
163,2014-06-27 17:46:17.920,37.662279999999996,-118.85383300000001,6.292000000000001,-221.0,734.4,301.0,0.3,4.470702069148877,3.500832436000263,5.928
164,2014-06-27 22:04:35.040,37.665324,-118.877848,5.34,-2340.2,1072.3,-651.1,0.36,3.949838171799207,4.325043574974992,5.242000000000001
165,2014-06-27 23:36:19.720,37.665426000000004,-118.87793799999999,5.336,-2347.9,1083.5,-654.7,1.94,4.232478358887174,3.9041696719142553,5.905
166,2014-06-28 03:21:38.160,37.66335,-118.85384099999999,6.263999999999999,-221.8,853.0,273.2,0.26,4.267877956953057,3.641345599983559,5.644
167,2014-06-28 03:39:12.590,37.662162,-118.85381699999999,6.296,-219.8,721.0,304.7,0.34,1.1315625812558077,5.290213233469608,5.34
168,2014-06-28 03:50:39.420,37.663131,-118.85391399999999,6.287000000000001,-228.1,828.6,295.6,0.4,4.363835358001084,4.179646705434541,5.781000000000001
169,2014-06-28 04:00:54.820,37.662797,-118.85391399999999,6.305,-228.6,791.6,313.5,0.37,4.295039912702754,4.377430851932393,6.222
170,2014-06-28 04:26:40.510,37.663436,-118.853711,6.206,-210.3,862.8,214.9,1.13,4.496973468974492,3.770537824827309,5.257000000000001
171,2014-06-28 04:50:06.010,37.663021,-118.85384099999999,6.266,-222.2,816.3,274.6,0.8,4.383761546852732,4.145350807337962,6.2989999999999995
172,2014-06-28 07:43:36.300,37.661316,-118.85343400000001,6.254,-186.1,627.3,262.6,0.25,3.7098333496780067,4.325487534931133,5.557
173,2014-06-28 09:17:01.690,37.664172,-118.85415900000001,6.314,-249.7,944.5,322.5,0.48,4.265094969683922,3.3861799320171024,5.711
174,2014-06-30 11:56:08.220,37.663167,-118.85363799999999,6.127000000000001,-204.1,832.9,135.6,0.96,4.09844969198685,3.8332471184344783,6.525
175,2014-06-30 12:06:49.420,37.663175,-118.853654,6.1339999999999995,-205.3,833.5,142.4,1.35,4.063050093920967,4.461450285828576,5.367999999999999
176,2014-06-30 13:38:58.540,37.662996,-118.853678,6.1370000000000005,-207.2,814.0,145.8,1.02,4.353927923325117,4.616392361362383,6.484
177,2014-07-01 17:19:42.760,37.622681,-118.844124,9.112,635.7,-3660.8,3121.0,1.56,4.324873536230369,4.180090665292307,5.816
178,2014-07-01 18:47:35.520,37.655575,-118.88598600000002,2.995,-3058.2,-9.7,-2996.1,0.6,3.6726526397611243,4.363002152351385,5.091
179,2014-07-02 18:39:24.720,37.636283,-118.88151,8.388,-2664.0,-2151.3,2396.8,1.25,3.8456431284293298,4.494414320309415,5.752999999999999
180,2014-07-07 05:11:22.330,37.649495,-118.851025,7.059,26.3,-684.5,1067.8,0.53,4.350254380126235,4.6949733134327865,5.827999999999999
181,2014-07-07 05:16:08.680,37.649508000000004,-118.85113100000001,7.029,17.1,-683.1,1038.0,2.79,4.434523234647297,3.728916615579941,6.1129999999999995
182,2014-07-07 05:27:54.130,37.64965,-118.85110700000001,7.065,19.4,-667.6,1074.1,0.35,4.468920957297877,3.233124975011494,6.307
183,2014-07-07 05:41:12.600,37.649768,-118.85131799999999,7.03,0.7,-654.6,1039.0,1.36,4.33845451410805,3.5470042148257397,6.6770000000000005
184,2014-07-07 05:46:27.140,37.649813,-118.850952,7.077999999999999,33.2,-649.6,1086.9,1.12,4.321311312525537,2.7796207952254726,5.587999999999999
185,2014-07-07 05:50:27.700,37.649976,-118.851017,7.082999999999999,27.5,-631.5,1091.9,0.51,4.054923771093168,4.4764339376593325,5.399
186,2014-07-07 05:50:50.870,37.649837,-118.85108999999999,7.051,20.6,-646.5,1060.1,1.23,4.313073670209352,4.163442170834403,5.605
187,2014-07-07 05:52:08.580,37.649446999999995,-118.85105800000001,7.034,23.8,-690.0,1043.2,0.35,4.006945070567737,4.314277546120591,6.685
